time,track_id,growth_label,time_since_move_sec,status
1769309129.4937928,1,Grower_Healthy_Skin,0.0,HEALTHY
1769309129.4937928,2,Piglet_Healthy_Skin,0.0,HEALTHY
1769309131.5209727,1,Grower_Healthy_Skin,0.0,HEALTHY
1769309133.563782,3,Piglet_Healthy_Skin,0.0,HEALTHY
1769309133.563782,7,Piglet_Healthy_Skin,0.0,HEALTHY
1769309149.776672,68,Piglet_Healthy_Skin,0.1,HEALTHY
1769309153.829286,82,Piglet_Healthy_Skin,0.0,HEALTHY
